Category,JEE Marks,MHT-CET Marks,Branch,10th Marks,12th Marks
General,13,186,Computer Science,98,84
ST,260,152,Electrical,92,94
OBC,16,81,Mechanical,54,81
General,152,55,Civil,81,84
OBC,125,63,Electrical,88,83
OBC,126,34,Mechanical,64,87
General,22,26,Biotechnology,68,79
SC,146,129,Biotechnology,74,56
OBC,18,88,Mechanical,57,74
OBC,153,46,Electrical,65,76
OBC,8,137,Biotechnology,58,77
OBC,280,148,Chemical Engineering,79,85
General,12,58,Biotechnology,87,81
ST,73,39,Biotechnology,84,80
ST,69,105,Electrical,95,68
OBC,66,168,Mechanical,77,62
General,163,45,Civil,78,86
OBC,198,92,Mechanical,58,59
OBC,37,190,Mechanical,90,52
ST,158,10,Mechanical,70,88
SC,168,131,Biotechnology,79,92
ST,53,139,Mechanical,57,46
OBC,0,53,Civil,78,56
ST,2,6,Electrical,52,60
General,216,24,Chemical Engineering,67,64
SC,293,55,Chemical Engineering,87,54
OBC,210,123,Biotechnology,71,86
General,185,9,Computer Science,82,68
OBC,8,59,Civil,85,59
OBC,127,37,Mechanical,63,89
SC,231,195,Chemical Engineering,54,78
ST,156,171,Computer Science,59,54
ST,65,22,Biotechnology,83,79
OBC,215,112,Biotechnology,67,88
ST,10,12,Civil,53,82
SC,87,181,Chemical Engineering,56,79
General,162,50,Civil,80,83
General,103,89,Biotechnology,78,68
OBC,18,74,Mechanical,55,77
General,172,72,Biotechnology,76,55
OBC,8,51,Civil,78,51
General,157,61,Civil,77,85
ST,19,0,Electrical,97,87
ST,240,162,Chemical Engineering,90,63
OBC,50,196,Chemical Engineering,75,88
OBC,215,6,Biotechnology,57,71
OBC,179,43,Civil,59,82
OBC,33,23,Chemical Engineering,51,58
OBC,227,126,Biotechnology,72,82
ST,231,164,Chemical Engineering,89,60
SC,146,31,Mechanical,86,57
OBC,0,53,Civil,82,52
OBC,82,165,Mechanical,82,65
OBC,7,168,Electrical,97,73
OBC,129,70,Chemical Engineering,95,86
ST,227,114,Computer Science,87,74
SC,200,23,Chemical Engineering,71,68
SC,265,115,Biotechnology,69,65
General,129,59,Mechanical,67,74
ST,152,178,Computer Science,59,51
ST,12,1,Civil,52,77
OBC,53,200,Chemical Engineering,71,89
General,21,200,Computer Science,92,84
OBC,162,30,Electrical,74,70
OBC,36,56,Biotechnology,60,75
OBC,133,108,Mechanical,73,89
ST,14,4,Electrical,46,56
General,132,60,Mechanical,74,71
OBC,145,123,Mechanical,71,95
OBC,119,66,Chemical Engineering,100,91
ST,103,31,Mechanical,64,97
SC,158,27,Mechanical,85,49
SC,156,145,Biotechnology,69,79
OBC,138,49,Civil,52,93
ST,245,122,Mechanical,86,75
General,27,61,Biotechnology,87,74
OBC,73,97,Civil,68,90
SC,276,118,Biotechnology,63,60
ST,270,162,Electrical,93,90
General,24,199,Computer Science,93,88
ST,59,97,Electrical,100,59
SC,281,168,Civil,93,95
OBC,188,86,Mechanical,60,58
OBC,5,143,Biotechnology,58,76
SC,92,177,Chemical Engineering,54,76
General,249,175,Mechanical,94,78
ST,111,31,Mechanical,64,88
SC,150,125,Biotechnology,75,61
OBC,73,175,Mechanical,79,65
SC,107,111,Chemical Engineering,78,91
OBC,179,79,Mechanical,54,60
General,189,15,Electrical,49,90
General,189,12,Electrical,49,91
OBC,124,57,Electrical,94,79
ST,92,28,Civil,53,64
OBC,44,200,Mechanical,90,48
General,11,37,Biotechnology,59,81
SC,48,121,Mechanical,61,76
General,189,34,Computer Science,65,80
General,175,80,Biotechnology,74,60
OBC,220,123,Biotechnology,82,88
OBC,34,32,Chemical Engineering,52,58
General,119,190,Mechanical,92,86
ST,67,102,Electrical,98,63
OBC,200,28,Chemical Engineering,71,57
OBC,139,60,Civil,53,87
ST,227,120,Mechanical,81,71
OBC,0,38,Biotechnology,98,60
SC,93,191,Chemical Engineering,51,78
OBC,9,47,Civil,85,51
General,123,200,Mechanical,86,90
General,238,162,Mechanical,48,65
OBC,222,128,Biotechnology,73,87
ST,213,199,Mechanical,94,78
OBC,39,193,Mechanical,89,56
OBC,81,131,Biotechnology,59,87
ST,58,144,Mechanical,51,51
OBC,268,190,Computer Science,74,81
ST,22,2,Electrical,92,85
General,216,196,Biotechnology,97,81
OBC,149,32,Electrical,71,74
SC,161,16,Mechanical,81,48
ST,13,5,Electrical,49,59
OBC,50,138,Civil,88,93
SC,104,119,Chemical Engineering,79,93
General,123,34,Electrical,99,86
General,248,191,Electrical,80,56
OBC,26,62,Biotechnology,61,76
ST,266,145,Electrical,94,93
SC,51,192,Electrical,95,56
OBC,128,58,Electrical,97,80
ST,44,149,Mechanical,54,52
General,157,116,Computer Science,50,87
OBC,77,107,Civil,62,87
OBC,178,93,Electrical,53,82
SC,39,130,Mechanical,52,75
General,203,27,Chemical Engineering,65,59
SC,289,65,Chemical Engineering,87,54
General,191,13,Electrical,56,85
OBC,185,152,Biotechnology,70,48
ST,26,13,Civil,57,85
General,249,186,Electrical,75,58
General,163,121,Computer Science,56,88
OBC,180,81,Mechanical,56,61
General,192,20,Electrical,49,86
ST,87,178,Computer Science,90,99
General,177,39,Computer Science,68,83
OBC,83,130,Biotechnology,58,80
OBC,41,38,Chemical Engineering,49,67
OBC,68,88,Civil,65,83
General,244,200,Electrical,81,57
OBC,10,49,Civil,81,58
General,156,1,Computer Science,95,96
OBC,135,52,Civil,49,95
ST,99,42,Civil,50,66
General,186,22,Computer Science,66,79
ST,142,67,Civil,77,79
OBC,75,79,Chemical Engineering,77,52
OBC,68,88,Chemical Engineering,78,58
ST,241,123,Mechanical,85,73
SC,299,69,Chemical Engineering,86,50
OBC,193,24,Chemical Engineering,74,54
SC,167,145,Biotechnology,75,86
OBC,144,124,Mechanical,73,87
SC,37,126,Mechanical,55,79
OBC,147,111,Mechanical,74,94
SC,35,117,Mechanical,57,76
General,152,0,Computer Science,91,98
General,242,174,Mechanical,46,59
SC,185,21,Chemical Engineering,71,68
ST,139,188,Electrical,100,93
SC,155,139,Biotechnology,73,60
SC,84,195,Electrical,63,85
ST,134,182,Electrical,94,93
SC,108,117,Chemical Engineering,74,86
ST,149,167,Computer Science,60,52
OBC,57,132,Civil,89,89
SC,300,64,Chemical Engineering,80,58
SC,138,130,Biotechnology,72,59
General,245,186,Electrical,73,56
General,126,31,Electrical,96,86
General,176,35,Computer Science,68,76
General,187,12,Computer Science,81,64
SC,185,23,Chemical Engineering,65,67
General,235,186,Electrical,79,54
SC,217,194,Chemical Engineering,53,79
SC,162,136,Biotechnology,72,88
ST,136,192,Electrical,100,89
General,243,200,Electrical,80,54
OBC,193,95,Mechanical,54,62
SC,42,112,Mechanical,55,77
General,163,0,Computer Science,94,94
General,101,167,Biotechnology,69,56
SC,92,177,Chemical Engineering,57,85
General,169,86,Biotechnology,74,60
ST,240,108,Computer Science,94,76
OBC,85,120,Biotechnology,60,85
OBC,0,25,Biotechnology,94,55
ST,7,5,Electrical,50,54
SC,166,156,Biotechnology,74,81
OBC,5,141,Biotechnology,58,78
OBC,176,81,Electrical,54,86
General,198,20,Computer Science,80,67
OBC,191,44,Civil,56,83
OBC,58,134,Civil,88,94
OBC,31,194,Mechanical,91,49
SC,266,123,Biotechnology,69,66
General,134,26,Electrical,97,93
ST,9,16,Civil,53,77
General,44,114,Civil,86,76
SC,150,139,Biotechnology,76,54
SC,156,156,Biotechnology,73,78
OBC,194,58,Civil,60,88
OBC,45,27,Chemical Engineering,51,59
OBC,118,63,Electrical,92,86
SC,196,9,Chemical Engineering,68,70
OBC,6,62,Civil,82,57
General,128,28,Electrical,99,92
General,218,25,Chemical Engineering,61,59
General,22,193,Computer Science,100,82
OBC,136,108,Mechanical,77,88
SC,138,126,Biotechnology,71,61
SC,77,188,Electrical,62,91
SC,103,108,Chemical Engineering,78,86
SC,84,182,Chemical Engineering,57,76
SC,155,127,Biotechnology,75,83
ST,289,136,Computer Science,59,81
ST,282,199,Biotechnology,70,93
OBC,262,200,Computer Science,74,73
SC,266,138,Computer Science,52,68
SC,156,134,Biotechnology,76,85
OBC,133,62,Electrical,96,81
ST,147,186,Electrical,97,87
OBC,43,195,Chemical Engineering,74,92
General,114,179,Biotechnology,73,59
SC,181,13,Chemical Engineering,64,54
ST,139,75,Civil,78,72
General,215,34,Chemical Engineering,63,60
OBC,51,0,Biotechnology,64,46
ST,70,103,Electrical,96,63
OBC,58,121,Civil,93,97
SC,47,193,Electrical,92,59
ST,87,174,Computer Science,89,97
OBC,27,78,Mechanical,58,80
General,101,91,Biotechnology,78,73
OBC,295,53,Mechanical,85,76
SC,189,12,Chemical Engineering,68,48
General,14,186,Computer Science,100,86
SC,283,26,Computer Science,58,53
OBC,299,48,Mechanical,90,78
ST,239,157,Chemical Engineering,88,61
ST,140,73,Civil,79,75
ST,67,25,Biotechnology,85,84
OBC,9,57,Civil,80,50
General,165,77,Biotechnology,72,59
ST,58,149,Mechanical,56,51
General,196,43,Chemical Engineering,61,93
General,163,84,Biotechnology,77,55
General,112,200,Mechanical,88,85
OBC,120,57,Electrical,92,88
General,236,179,Mechanical,90,74
SC,41,178,Chemical Engineering,59,79
SC,138,43,Mechanical,91,62
ST,149,0,Mechanical,73,93
SC,141,126,Biotechnology,74,57
SC,143,131,Biotechnology,70,54
ST,57,38,Biotechnology,85,83
ST,145,191,Electrical,99,89
General,244,167,Mechanical,54,65
General,18,37,Biotechnology,63,76
ST,24,5,Electrical,100,84
ST,141,65,Civil,75,75
ST,18,19,Civil,53,85
SC,295,66,Chemical Engineering,89,49
General,205,197,Biotechnology,96,79
General,102,173,Biotechnology,77,62
OBC,18,169,Electrical,100,69
General,147,49,Civil,80,82
OBC,0,60,Civil,81,57
General,168,115,Computer Science,48,88
SC,75,182,Electrical,65,83
SC,164,152,Biotechnology,72,82
ST,155,24,Computer Science,85,63
OBC,3,31,Biotechnology,89,55
OBC,271,185,Computer Science,72,73
OBC,112,53,Computer Science,94,57
ST,161,8,Mechanical,69,93
ST,21,3,Civil,60,79
ST,226,172,Chemical Engineering,84,60
OBC,68,104,Civil,69,84
ST,109,39,Mechanical,66,88
SC,273,28,Computer Science,56,56
SC,79,179,Electrical,59,85
OBC,152,35,Electrical,73,77
OBC,124,46,Civil,50,89
ST,226,156,Chemical Engineering,88,56
General,165,71,Biotechnology,77,56
SC,44,111,Mechanical,55,76
General,154,8,Computer Science,100,100
OBC,76,76,Chemical Engineering,78,51
General,170,84,Biotechnology,74,53
OBC,79,126,Biotechnology,57,82
ST,270,154,Electrical,92,94
SC,95,191,Chemical Engineering,55,78
General,50,113,Civil,86,70
General,245,186,Mechanical,90,78
OBC,277,136,Chemical Engineering,73,87
OBC,220,113,Biotechnology,80,95
General,193,49,Chemical Engineering,61,90
OBC,26,30,Chemical Engineering,55,60
ST,202,187,Mechanical,93,79
OBC,182,89,Electrical,54,77
ST,80,163,Computer Science,89,99
ST,157,171,Computer Science,64,45
ST,286,195,Biotechnology,75,97
SC,300,70,Chemical Engineering,81,55
OBC,154,19,Electrical,68,50
SC,264,118,Biotechnology,69,58
General,168,111,Computer Science,55,84
General,16,59,Biotechnology,89,81
SC,188,9,Chemical Engineering,63,69
General,130,65,Mechanical,76,72
SC,137,126,Biotechnology,68,59
OBC,128,62,Electrical,89,81
OBC,209,125,Biotechnology,79,94
OBC,282,149,Chemical Engineering,70,91
ST,0,10,Electrical,53,51
OBC,42,69,Biotechnology,55,77
OBC,204,36,Chemical Engineering,72,53
ST,139,62,Civil,73,74
General,165,45,Civil,72,84
General,125,26,Electrical,100,89
ST,110,38,Mechanical,62,95
General,151,1,Computer Science,95,95
General,233,181,Mechanical,92,73
General,14,200,Computer Science,95,84
General,205,189,Biotechnology,90,82
General,278,180,Mechanical,66,81
OBC,133,51,Civil,53,94
OBC,38,186,Mechanical,96,55
SC,267,120,Computer Science,52,68
OBC,269,192,Computer Science,72,79
OBC,80,139,Biotechnology,57,83
General,236,180,Mechanical,91,78
OBC,78,99,Civil,65,85
General,95,99,Biotechnology,77,72
ST,298,193,Biotechnology,70,90
SC,279,161,Civil,89,86
OBC,194,26,Chemical Engineering,69,50
General,92,103,Biotechnology,75,74
General,115,173,Biotechnology,69,55
General,17,19,Biotechnology,60,74
General,122,41,Electrical,91,88
SC,129,42,Mechanical,92,60
General,98,93,Biotechnology,75,71
OBC,222,120,Biotechnology,68,88
General,95,91,Biotechnology,77,69
ST,240,111,Computer Science,89,72
ST,103,31,Civil,46,64
OBC,78,125,Biotechnology,58,80
General,101,180,Biotechnology,75,55
General,28,38,Biotechnology,68,82
SC,299,64,Chemical Engineering,84,51
ST,60,105,Electrical,99,67
OBC,35,198,Mechanical,88,50
SC,111,125,Chemical Engineering,72,90
OBC,45,189,Mechanical,90,54
OBC,137,113,Mechanical,73,89
General,240,200,Electrical,80,54
SC,215,195,Chemical Engineering,51,76
General,124,24,Electrical,91,89
ST,229,133,Mechanical,82,67
SC,167,29,Mechanical,83,47
OBC,78,175,Mechanical,83,63
ST,15,9,Civil,58,84
SC,45,124,Mechanical,59,76
OBC,197,31,Chemical Engineering,71,50
OBC,1,30,Biotechnology,91,58
ST,144,73,Civil,78,72
ST,282,132,Computer Science,60,74
OBC,13,140,Biotechnology,57,75
OBC,70,107,Civil,70,92
SC,46,170,Chemical Engineering,61,88
OBC,284,152,Chemical Engineering,77,83
SC,283,33,Computer Science,59,54
OBC,56,0,Biotechnology,68,50
OBC,12,54,Civil,82,54
OBC,14,48,Civil,80,59
ST,103,37,Civil,53,63
SC,42,116,Mechanical,57,77
ST,27,11,Electrical,94,89
OBC,69,81,Chemical Engineering,70,57
General,26,191,Computer Science,93,90
OBC,79,137,Biotechnology,59,87
OBC,139,107,Mechanical,71,95
ST,282,200,Biotechnology,70,94
ST,296,193,Biotechnology,69,97
ST,77,175,Computer Science,90,98
SC,48,189,Electrical,90,57
SC,299,70,Chemical Engineering,86,50
OBC,29,82,Mechanical,58,77
General,114,169,Biotechnology,75,62
OBC,68,89,Chemical Engineering,76,57
OBC,36,191,Mechanical,97,56
SC,231,196,Chemical Engineering,49,71
SC,72,191,Electrical,64,83
OBC,115,54,Computer Science,87,54
SC,50,115,Mechanical,57,83
General,149,7,Computer Science,98,93
ST,76,167,Computer Science,90,95
General,126,63,Mechanical,69,73
ST,87,167,Computer Science,95,93
SC,284,153,Civil,88,90
General,239,200,Electrical,80,54
OBC,63,78,Chemical Engineering,78,55
SC,273,131,Computer Science,59,73
OBC,73,103,Civil,67,89
General,121,73,Mechanical,68,69
OBC,32,56,Biotechnology,55,77
SC,134,38,Mechanical,91,61
OBC,175,81,Electrical,46,81
OBC,300,57,Mechanical,87,75
OBC,137,60,Electrical,91,79
ST,267,150,Electrical,94,91
OBC,193,29,Chemical Engineering,70,49
SC,84,187,Electrical,66,86
ST,7,0,Electrical,53,59
ST,147,188,Electrical,96,95
General,196,44,Chemical Engineering,67,96
OBC,10,136,Biotechnology,62,73
General,221,23,Chemical Engineering,58,62
SC,162,22,Mechanical,86,51
General,125,26,Electrical,99,93
ST,296,139,Computer Science,65,77
OBC,149,44,Electrical,72,69
General,120,75,Mechanical,69,76
SC,171,121,Biotechnology,73,85
General,25,65,Biotechnology,87,73
General,47,111,Civil,78,76
ST,287,200,Biotechnology,71,96
General,171,119,Computer Science,51,86
SC,265,24,Computer Science,52,55
General,162,127,Computer Science,55,89
SC,194,19,Chemical Engineering,67,62
SC,165,20,Mechanical,82,55
ST,168,11,Computer Science,86,64
ST,293,139,Computer Science,63,75
OBC,49,132,Civil,93,92
SC,277,31,Computer Science,60,54
ST,255,156,Electrical,95,95
OBC,1,26,Biotechnology,93,54
SC,127,31,Mechanical,88,62
ST,231,112,Computer Science,90,74
OBC,30,200,Mechanical,94,48
SC,224,180,Chemical Engineering,50,75
General,169,122,Computer Science,52,80
ST,149,176,Computer Science,66,51
ST,69,29,Biotechnology,89,85
SC,101,117,Chemical Engineering,73,86
OBC,44,184,Mechanical,89,48
ST,4,6,Electrical,46,52
General,45,125,Civil,82,75
ST,70,92,Electrical,97,64
General,112,192,Mechanical,86,83
SC,37,87,Civil,75,74
OBC,112,69,Chemical Engineering,100,86
General,13,19,Biotechnology,60,74
General,238,163,Mechanical,52,62
OBC,179,83,Mechanical,52,56
OBC,75,131,Biotechnology,61,87
OBC,56,2,Biotechnology,69,53
ST,229,131,Mechanical,85,75
ST,105,31,Civil,53,59
SC,149,135,Biotechnology,76,53
General,155,0,Computer Science,95,96
General,180,12,Computer Science,84,64
OBC,194,92,Mechanical,52,62
SC,142,140,Biotechnology,74,56
SC,148,132,Biotechnology,70,61
OBC,98,199,Mechanical,65,100
SC,168,24,Mechanical,84,51
OBC,24,87,Mechanical,60,76
SC,200,12,Chemical Engineering,65,69
General,49,125,Civil,84,69
General,230,174,Mechanical,54,59
OBC,81,130,Biotechnology,61,82
OBC,84,181,Mechanical,68,92
General,22,34,Biotechnology,59,81
General,132,77,Mechanical,68,74
ST,240,118,Mechanical,82,70
SC,31,81,Civil,71,67
OBC,193,56,Civil,63,86
OBC,165,44,Electrical,70,72
ST,141,80,Civil,80,77
ST,202,183,Mechanical,86,74
SC,164,20,Mechanical,82,56
ST,70,102,Electrical,100,67
SC,299,51,Chemical Engineering,82,57
ST,232,118,Mechanical,85,72
SC,95,183,Chemical Engineering,55,85
OBC,28,188,Mechanical,93,55
OBC,203,29,Chemical Engineering,66,58
OBC,37,195,Mechanical,93,51
SC,46,171,Chemical Engineering,66,79
OBC,31,35,Chemical Engineering,49,60
OBC,198,90,Mechanical,52,61
SC,84,177,Chemical Engineering,52,78
OBC,155,16,Electrical,65,49
General,17,65,Biotechnology,87,73
SC,267,118,Biotechnology,66,65
ST,143,69,Civil,80,77
OBC,179,54,Civil,63,86
OBC,227,124,Biotechnology,71,86
ST,52,96,Electrical,100,59
OBC,88,192,Mechanical,71,100
ST,6,2,Electrical,46,59
OBC,216,122,Biotechnology,66,85
General,153,0,Computer Science,95,97
ST,15,7,Civil,56,83
OBC,69,160,Mechanical,76,64
ST,241,128,Mechanical,86,70
OBC,145,13,Electrical,66,49
General,213,200,Biotechnology,89,84
ST,24,6,Electrical,97,85
ST,69,95,Electrical,98,62
General,156,0,Computer Science,97,94
ST,16,5,Electrical,52,52
ST,158,181,Computer Science,67,49
OBC,99,185,Mechanical,68,99
SC,127,42,Mechanical,92,60
OBC,150,44,Electrical,70,69
General,113,174,Biotechnology,72,56
SC,178,9,Chemical Engineering,63,45
ST,159,15,Computer Science,92,61
SC,201,8,Chemical Engineering,68,65
SC,67,193,Mechanical,57,74
General,173,21,Computer Science,65,80
OBC,57,135,Civil,95,97
General,218,27,Chemical Engineering,59,60
General,276,170,Mechanical,71,82
OBC,132,58,Electrical,91,80
General,157,79,Biotechnology,69,58
ST,265,155,Electrical,94,88
SC,265,133,Biotechnology,71,59
SC,188,16,Chemical Engineering,64,61
General,204,56,Chemical Engineering,61,98
OBC,261,196,Computer Science,73,81
OBC,147,14,Electrical,66,53
SC,54,183,Electrical,95,58
General,25,27,Biotechnology,60,82
OBC,0,50,Civil,86,50
OBC,148,14,Electrical,61,47
ST,165,23,Computer Science,92,60
OBC,79,127,Biotechnology,64,85
ST,235,115,Computer Science,86,72
OBC,114,56,Chemical Engineering,93,93
General,42,117,Civil,84,76
SC,51,128,Mechanical,57,79
ST,140,198,Electrical,96,94
OBC,62,5,Biotechnology,63,51
General,207,35,Chemical Engineering,63,62
General,128,199,Mechanical,90,86
OBC,180,84,Mechanical,52,64
ST,147,178,Computer Science,67,52
General,169,83,Biotechnology,76,61
General,9,195,Computer Science,93,83
OBC,218,4,Biotechnology,58,76
OBC,88,136,Biotechnology,64,79
OBC,155,15,Electrical,63,54
OBC,223,127,Biotechnology,75,93
SC,183,24,Chemical Engineering,71,61
ST,23,2,Civil,57,77
OBC,268,154,Chemical Engineering,75,88
OBC,72,139,Biotechnology,58,85
SC,46,114,Mechanical,60,78
OBC,11,162,Electrical,92,69
SC,191,4,Chemical Engineering,61,50
SC,233,194,Chemical Engineering,48,73
OBC,152,126,Mechanical,74,86
OBC,288,56,Mechanical,86,79
General,236,194,Electrical,76,56
General,94,94,Biotechnology,78,69
SC,225,196,Chemical Engineering,53,71
General,245,187,Electrical,82,56
General,184,10,Computer Science,88,68
SC,286,166,Civil,84,94
OBC,0,62,Civil,78,53
ST,229,109,Computer Science,90,80
SC,278,132,Computer Science,54,72
OBC,42,189,Chemical Engineering,71,91
SC,286,159,Civil,92,95
SC,43,76,Civil,71,69
ST,150,0,Mechanical,69,95
OBC,213,123,Biotechnology,71,81
General,274,179,Mechanical,69,80
SC,152,132,Biotechnology,76,57
SC,53,175,Electrical,88,58
ST,284,200,Biotechnology,78,90
ST,30,12,Electrical,96,83
OBC,23,156,Electrical,100,73
SC,275,123,Biotechnology,68,65
OBC,0,138,Biotechnology,57,72
SC,50,114,Mechanical,58,79
General,193,15,Electrical,47,87
SC,283,123,Computer Science,52,77
OBC,26,89,Mechanical,57,78
SC,193,9,Chemical Engineering,69,68
SC,80,180,Chemical Engineering,51,80
General,100,178,Biotechnology,77,56
SC,78,177,Chemical Engineering,51,77
General,19,195,Computer Science,92,87
General,129,29,Electrical,95,87
SC,76,184,Electrical,63,88
General,16,187,Computer Science,95,86
OBC,192,58,Civil,61,83
ST,103,27,Civil,53,57
General,25,31,Biotechnology,61,79
ST,10,18,Civil,60,77
General,148,0,Computer Science,92,100
OBC,264,195,Computer Science,75,79
General,196,10,Computer Science,82,63
OBC,25,59,Biotechnology,53,73
OBC,92,197,Mechanical,72,100
OBC,273,194,Computer Science,66,75
ST,59,93,Electrical,97,60
General,126,200,Mechanical,88,92
SC,194,4,Chemical Engineering,66,51
ST,149,63,Civil,74,81
ST,230,172,Chemical Engineering,89,55
SC,288,157,Civil,91,88
OBC,190,44,Civil,63,81
SC,161,161,Biotechnology,73,77
SC,274,25,Computer Science,52,58
SC,279,32,Computer Science,54,56
SC,46,182,Electrical,94,55
General,150,7,Computer Science,97,93
ST,9,4,Civil,60,83
ST,32,3,Electrical,100,84
OBC,22,153,Electrical,93,68
OBC,182,141,Biotechnology,77,56
General,203,200,Biotechnology,93,84
OBC,112,68,Chemical Engineering,93,85
OBC,95,180,Mechanical,73,94
General,242,171,Mechanical,92,72
OBC,47,125,Civil,88,91
ST,144,173,Computer Science,59,49
SC,270,136,Computer Science,53,73
ST,68,98,Electrical,94,68
OBC,57,0,Biotechnology,63,55
ST,72,31,Biotechnology,82,79
